License Type Name,County Name,Premises Name,DBA,Address,City,State,Zip,Neighborhood
ON-PREMISES LIQUOR,NEW YORK,34 W 22ND STREET COMEDY CORP,METROPOLITAN ROOM,34 WEST 22ND STREET,NEW YORK,NY,10010,
ON-PREMISES LIQUOR,NEW YORK,AMF BOWLING CENTERS INC,300 NEW YORK,60 CHELSEA PIERS,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,BABBO LLC,,110 WAVERLY PLACE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,BARRACUDA LOUNGE INC,BARRACUDA,275 W 22ND STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,BILBOA REST CORP,FRANCISCOS CENTRO VASCO,159 W 23RD STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,BOTTINO CORP,BOTTINO,246 248 10TH AVE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,BUCKWHEAT & ALFALFA INC,ROCKING HORSE MEXICAN CAFE,182 8TH AVENUE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,CON & CON CATERERS INC,FLANNERY'S BAR,205 W 14TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,DA UMBERTO RESTAURANT INC,,107 W 17TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,ELGIN THEATRE FOUNDATION INC,THE JOYCE THEATER,175 8TH AVE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,FAYLOW CORP,CRISPO,240 W 14TH ST,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,FRENCH ROAST INC,FRENCH ROAST,78 W 11TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,GODZILLA JAPANESE REST INC,GODZILLA,158 W 23RD STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,GREEN 90 INC,,90 92 GREENWICH AVENUE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,KONKAPOT ENTERTAINMENT INC,,61 CHELSEA PIERS,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,L RAY LLC,TEDDY'S HIDEWAY,64 W 10TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,LILLY COOGANS INC,WESTSIDE TAVERN,360 WEST 23RD ST,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,MESTRE INC,LE ZIE 2000,172 7TH AVENUE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,N & J SALAM CORP,SALAM RESTAURANT,104 W 13TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,ONE ONE DOMESTIC CORPORATION,BASTA PASTA RESTAURANT,37 39 W 17TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,PINEIRO RESTAURANT INC,GENES RESTAURANT,73 W 11TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,QUEPOS INC,CAFE LOUP,105 W 13TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,SEVENTH AVENUE TOMATO INC,,209 7TH AVENUE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,TEJO REST INC,GAROTA DE IPANEMA,252 WEST 14TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,"RED CAT LLC,THE",,227 10TH AVENUE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,TUTTO BENE RESTAURANT INC,CHELSEA RISTORANTE ITALIANO,108 8TH AVENUE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,WASHINGTON PLACE LLC,BLUE HILL RESTAURANT,75 WASHINGTON PLACE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,ZESTFUL MANAGEMENT CORP,BAR SIX,502 AVE OF THE AMERICAS,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,119 7TH AVENUE CAFETERIA LLC,CAFETERIA,119 121 1/2 7TH AVE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,151 ROYS REST INC,FLIGHT 151,151 8TH AVENUE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,160 BISTRO INC,LE SINGE VERT,160 7TH AVE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,223 WEST CORP,G,223 W 19TH ST,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,254 WEST 23RD ST REST CORP,EAST OF EIGHTH,254 W 23RD STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,35 WEST 20TH STREET REST INC,PERIYALI,35 W 20TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,ANDIKIANA CORP,SILVER SPURS,490 494 LAGUARDIA PLACE,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,BEA'S TAVERN INC,BOTANICA,47 E HOUSTON STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,BENSUSAN RESTAURANT CORP,BLUE NOTE JAZZ CLUB,131 W 3RD STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,BLEECKER STREET BAR CORP,BLEEKER STREET BAR,58 BLEECKER ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,BLL RESTAURANT CORP,PORTO BELLO RESTAURANT,208 THOMPSON STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,CHEZ JACQUELINE REST INC,,72 MACDOUGAL STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,CLAUDISAL REST CORP,THE MALT HOUSE,206 THOMPSON STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,DAV TSI DAV INC,TERRA BLUES,149 BLEECKER STREET 2FL,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,DIMUR ENTERPRISES INC,MADAME X,94 WEST HOUSTON STREET,NEW YORK,NY,11231,
ON-PREMISES LIQUOR,NEW YORK,DOJO RESTAURANT INC,DOJO WEST,14 W 4TH STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,DOWNTOWN RESTAURANT CO LLC,CIPRIANI DOWNTOWN,372 376 WEST BROADWAY,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,DYNAMIC MUSIC CORP,OLIVE TREE CAFE & COMEDY CELLAR,117 MACDOUGAL ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,FULL JEEP CORPORATION,PECULIER PUB,145 BLEECKER STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,GFB RESTAURANT CORP,IL MULINO,86 W 3RD STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,IL BUCO CORP,IL BUCO,47 BOND ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,J F JONES INC,GREAT JONES CAFE,54 GREAT JONES STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,JAPOND RESTAURANT LLC,,6 BOND STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,KYOTO OMEN U S A INC,OMEN RESTAURANT,113 THOMPSON STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,TEMPLE BAR INC,TEMPLE BAR,332 LAFAYETTE STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,MACDOUGAL REST INC,OFF THE WAGON,109 MACDOUGAL ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,MERCER KITCHEN LLC,,147 MERCER ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,MICHAEL G FANELLI INC,FANELLIS,94 PRINCE STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,MONTES TRATTORIA LTD,,97 MACDOUGAL STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,142 MERCER STREET LLC,LURE FISHBAR,142 MERCER ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,NILO INC VIOLA CONS,MEZZOGIORNO ASSOCIATES,195 SPRING ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,NOHO STAR INC,NOHO STAR,54 BLEECKER STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,RDK RESTAURANT CORP,BISTRO LES AMIS,180 SPRING STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,RED CLAM LLC,LUPA,170 THOMPSON STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,RESTAURANT VENTURES OF N Y INC,SAVORE,200 SPRING STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,SPRING LOUNGE LLC,,209 MULBERRY ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,"CRYSTAL ROOM, L. P., THE",BLUE RIBBON,97 SULLIVAN STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,"SILKEN THOMAS REST INC,THE",SWIFT,34 EAST 4TH STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,TOM & JERRYS BAR REST INC,,288 ELIZABETH STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,GROOVE ENTERPRISES INC,,125 MACDOUGAL STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,WINDY GATES SOHO INC,BALTHAZAR,80 82 SPRING STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,130 WEST 3RD CAFE INC,,130 W 3RD STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,15 ACRES INC,KETTLE OF FISH,57 59 CHRISTOPHER ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,31 GREAT JONES RESTAURANT CORP,VIC'S,31 GREAT JONES STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,5 SPRING STREET CORP,SWEET & VICIOUS BAR,5 SPRING STREET GROUND FL,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,9 G J BAR & RESTAURANT INC,ACME BAR & GRILL,9 GREAT JONES STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,B & D AGAIN LLC,DISTILLED NY,211 W BROADWAY,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,BUBBYS PIE CO INC,,120 HUDSON STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,BUONA NOTTE INCORPORATED,BUONA NOTTE RESTAURANT,120 MULBERRY STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,CAFFE SILVESTRI INC,CAFFE NAPOLI,130 MULBERRY STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,OLGA STREET LTD,LUCKY STRIKE,59 GRAND ST,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,DL RESTAURANT DEVELOPMENT LLC,SCALINI FEDELI RISTORANTE,165 DUANE ST,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,FERRARA FOODS & CONFECTION INC,,195 GRAND STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,FUMEE INC,SOHO CIGAR BAR,32 WATTS ST,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,GIGINO INC,GIGINO,323 GREENWICH STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,HOME BOY RESTAURANT INC,TRIBECA GRILL,375 GREENWICH STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,IL COMMENDATORE RESTAURANT INC,CASA BELLA RISTORANTE,127A MULBERRY STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,IN BOCCA AL LUPO LTD,,113 MULBERRY STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,JING FONG RESTAURANT INC,JING FONG,14 20 ELIZABETH STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,JO RACH INC,THE CAFE PALERMO,148 MULBERRY STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,MOUQUINHO ENTERPRISES INC,,549 GREENWICH STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,NFKA CORP,ACAPELLA,1 HUDSON STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,NONNA RESTAURANT CORP,ROC RESTAURANT,190A  DUANE STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,ORIGINAL VINCENTS EST 1904 INC,VINCENTS,119 MOTT STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,P E C GROUP LTD,PEPOLINO,281 W BROADWAY,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,P J'S OF LITTLE ITALY INC,PELLEGRINOS,138 MULBERRY STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,READE STREET PUB NYC INC,READE STREET PUB,135 READE STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,REBA REALTY CORP,WALKER'S,16 N MOORE ST,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,RIOMAR CORP,KANA,324 SPRING STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,ROLSO INC,CAFE NOVECENTO,343 W BROADWAY,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,SALAAM BOMBAY RESTAURANT INC,,319 GREENWICH STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,"CUPPING ROOM CAFE INC,THE",CUPPING ROOM CAFE,359 W BROADWAY,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,"ODEON INC, THE",,145 W BROADWAY,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,164 MULBERRY STREET CORP,DA NICO,164 MULBERRY STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,174 GRAND STREET CORP,ONIEALS GRAND STREET,174 GRAND STREET,NEW YORK,NY,100133761,
ON-PREMISES LIQUOR,NEW YORK,2B RESTAURANT CORP,PEASANT,194 ELIZABETH STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,228 WEST BROADWAY INC,THE BUBBLE LOUNGE,228 W BROADWAY,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,273 CHURCH WALKER INC,,273 CHURCH ST,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,57 GRAND STREET CAFE CORP,TOAD HALL,57 GRAND STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,HOME RESTAURANT  LLC,HOME RESTAURANT,20 CORNELIA STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,AUTOMATIC SLIMS INC,AUTOMATIC SLIMS,131 BANK STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,BARROW 15 CAFE LTD,BARROW STREET ALE HOUSE,15 BARROW STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,BENNYS BURRITOS INC,BENNYS BURRITOS,111 113 GREENWICH AVENUE,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,BUFFINTON LTD,,32 JONES STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,CALIENTE CAB REST CO INC,CALIENTE CAB CO,61 7TH AVENUE SOUTH,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,CHRIS ESTEY FOOD INC,PIECES,8 CHRISTOPHER ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,CORNELIA STREET CAFE INC,,29 CORNELIA STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,COWGIRL INC,COWGIRL & BAR K,519 521 HUDSON STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,FOOD FIRST LLC,BLUE RIBBON BAKERY AND CAFE,31 33 BEDFORD STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,HENSAM ENTERPRISES INC,S.O.B.'S,204 VARICK STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,J P G LLC,PHILIP MARIE,569 HUDSON ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,J S T RESTAURANT CORP,TAVERN ON JANE,31 8TH AVENUE,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,LA RIPAILLE CORP,LA RIPAILLE,605 HUDSON ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,LE GANS RESTAURANT INC,RYU RESTAURANT,46 GANSEVOORT STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,LEWEK CORP,THE CUBBY HOLE,281 W 12TH STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,MANHATTAN MONSTER INC,,80 GROVE STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,MESTIZO INC,GOOD RESTAURANT,89 GREENWICH AVE,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,MIRABI INC,DOWN THE HATCH,175 179 W 4TH STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,NATALEX REST INC,BURRITO LOCO,166 W 4TH STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,PATLAR CORP,BARROWS PUB,93 BARROW  STREET,NEW YORK,NY,100143730,
ON-PREMISES LIQUOR,NEW YORK,RAJMAR HOLDINGS INC,HUDSON BAR & BOOKS,636 HUDSON STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,S L P MANAGEMENT INC,THE SLAUGHTERED LAMB,182 W 4TH STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,"PLACE LLC, THE",THE PLACE,310 WEST 4TH ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,"VILLAGE ACADEMY BAR INC,THE",THE HANGAR,115 CHRISTOPHER STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,TO HUA LTD,DO HWA RESTAURANT,53 55 CARMINE ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,TORTILLA FLATS INC,TORTILLA FLATS,767 WASHINGTON STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,400 WEST 14TH INC,GASLIGHT,400 W 14TH STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,58 JAZZ INC,ARTHURS TAVERN,57 GROVE STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,ANAGAP RESTAURANT INC,IRISH WHISKEY BAR,531 2ND AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,ARECAT RESTAURANT INC,LA GIARA,501 3RD AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,BALBONA RESTAURANT CORP,SAMS PLACE,132 E 39TH STREET,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,BLOCKHEADS BURRITOS INC,BLOCKHEADS BURRITOS,499 3RD AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,BOLU INC,TURKISH KITCHEN,386 3RD AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,BRASERO RESTAURANT INC,,627 2ND AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,C P N CORP,NOTARO RESTAURANT,635 2ND AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,CEAD SLAINTE INC,PADDY REILLYS,519 2ND AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,CELTIC TIGER INC,THE BLACK SHEEP,583 3RD AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,GEMINI DINER INC,GEMINI DINER,641 2ND AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,GROUBEN FOOD CORP,BAR 515,515 3RD AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,HAKUBAI INC,,66 PARK AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,HAKUBAI INC,,42 E 38TH STREET,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,JACKSON HOLE BURGER INC,JACKSON HOLE,521 3RD AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,HOUSE OF LASAGNA INC,,334 LEXINGTON AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,MDO DEVELOPMENT CORP,THE WATER CLUB,500 E 30TH ST,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,MENDYS RESTAURANT INC,MENDYS,10 PARK AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,NEW YORK PUBS INC,THE GINGER MAN,11 E 36TH STREET,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,ORENSE INC,TOLEDO RESTAURANT,6 E 36TH STREET,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,PGM NEW YORK INC,MADISON BISTRO,238 MADISON AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,RIO RESTAURANT ASSOCIATES LTD,EL RIO GRANDE,560 3RD AVE (AKA 160 E 38 ST),NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,SALVATORE'S CORP,COPPOLA'S EAST,378 3RD AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,SAMS 2ND AVENUE ALE  HOUSE INC,WATERFRONT ALE HOUSE,540 2ND AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,T & T 130 PIZZA CORP,BELLA NAPOLI,130 MADISON AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,VALDOME INC,,122 E 27TH STREET,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,VILLA BERULIA INC,VILLA BERULIA RESTAURANT,107 E 34TH STREET,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,267 MADISON PUB INC,MULLIGANS,267 MADISON AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,449 RESTAURANT INC,MOONSTRUCK E RESTAURANT,449 3RD AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,513 THIRD RESTAURANT LTD,JOSHUA TREE,513 3RD AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,560 THIRD AVE GROCERY CORP,DUKES,560 THIRD AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,AMISH CORPORATION,CLUB USAGI,320 324 E 49TH STREET,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,ARK BRYANT PARK LLC,BRYANT PARK GRILL,25 W 40TH ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,ARK BRYANT PARK LLC,BRYANT PARK GRILL,25 W 40TH ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,AZUSA OF JAPAN INC,AZUSA OF JAPAN,3 E 44TH STREET,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,GRAND CENTRAL OYSTER BAR INC,GRAND CENTRAL OYSTER BAR,GRAND CENTRAL TERMINAL,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,IL POSTINO INC,,337 339 E 49TH ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,JBM PM ASSOCIATES INC,GENTE,730 3RD AVENUE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,JJJ & R RESTAURANT INC,BOBBY VAN'S,230 PARK AVENUE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,LENMAR RESTAURANT INC,PIETROS,232 EAST 43RD ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,MORTONS OF CHICAGO/5TH AVE INC,MORTON'S THE STEAKHOUSE,551 5TH AVENUE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,OSTERIA LAGUNA LLC,OSTERIA LAGUNA,209 E 42ND STREET,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,P S DEVELOPMENT LLC,PERSHING SQUARE,90 EAST 42ND ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,PATROON OPERATING COMPANY LLC,PATROON,158 160 E 46TH ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,PENNY PORT LLC,MICHAEL JORDANS STEAK,23 VANDERBILT AVE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,PUNCHGINI INC,BUKHARA GRILL & INDIAN SPI,217 E 49TH ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,SHO RIKI INC,,"141 E 45TH ST BSMNT, FL 1",NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,SINHA LLC,CASA,72 74 BEDFORD ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,SUSHIYA JAPANESE REST INC,SUSHIYA JAPANESE REST,28 W 56TH ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,"CAMPBELL APARTMENT LTD,THE",THE CAMPBELL APARTMENT,15 VANDERBILT AVENUE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,"SAKE CLUB INC,THE",SAKAGURA,211 E 43RD STREET,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,WHITNEY REST MANAGEMENT LTD,CIBO,767 2ND AVENUE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,M ARAI INC,,137 E 45TH STREET,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,MATSUYA NEW YORK INC,MENCHANKO TEI,131 E 45TH STREET,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,14 EAST 47TH PUB INC,,14 E 47TH STREET,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,3 EAST 48TH RESTAURANT INC,PJ MORAN'S,3 E 48TH STREET,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,48TH RESTAURANT ASSOCIATES LLC,AVRA ESTIATORIO,145 E 48TH ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,692 RESTAURANT CORP,MULDOONS IRISH PUB,692 3RD AVENUE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,ABIGAELS ON BROADWAY INC,ABIGAELS ON BROADWAY,1407 BROADWAY,NEW YORK,NY,10018,
ON-PREMISES LIQUOR,NEW YORK,AQUA GRILL INC,,208 210 SPRING STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,BALARINI RESTAURANT CORP,ARNO RISTORANTE,525 7TH AVENUE,NEW YORK,NY,10018,
