License Type Name,County Name,Premises Name,DBA,Address,City,State,Zip,Neighborhood
HOTEL LIQUOR,NEW YORK,24 E 39 LLC,THE WILLIAM,24 E 39TH ST,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,LORNICK HOSPITALITY LLC,MEZZOGIORNO,2791 BROADWAY,NEW YORK,NY,10025,
ON-PREMISES LIQUOR,NEW YORK,CHELSEA MARKET DELI LLC,FRIEDMANS,75 9TH AVE,NEW YORK,NY,10011,
RESTAURANT WINE,NEW YORK,KOBE SUSHI JAPANESE CUISINE 8 INC,,1472 YORK AVE,NEW YORK,NY,10075,
RESTAURANT WINE,NEW YORK,JUDYS SPANISH RESTAURANT CORP,,1505 LEXINGTON AVE STORE 2,NEW YORK,NY,10029,
ON-PREMISES LIQUOR,NEW YORK,WHISPERS BAR LOUNGE & RESTAURANT LLC,,210 W 94TH ST,NEW YORK,NY,10025,
HOTEL LIQUOR,NEW YORK,SUNFLOWER AMERICAN CAPITAL LTD & SH GROUP HOTELS &,RESIDENCES US LLC/BACCARAT HOTEL & RESIDENCES NY,20 W 53RD ST,NEW YORK,NY,10019,
RESTAURANT WINE,NEW YORK,UMA NY1 LLC,UMA TEMAKERIA,64 7TH AVE,NEW YORK,NY,10011,
SUMMER (O.P.) FOOD & BEV,NEW YORK,WORLD YACHT LLC,NORTH RIVER LOBSTER COMPANY,PIER 81 WEST 41ST STREET,NEW YORK,NY,10036,
RESTAURANT WINE,NEW YORK,SUKHUMVIT 51 INC,,222 224 E 51ST ST,NEW YORK,NY,10022,
RESTAURANT WINE,NEW YORK,SHIAWASE FACTORY LTD,THE IZAKAYA,326 E 6TH ST,NEW YORK,NY,10003,
LIQUOR STORE,NEW YORK,FREEDOM WINE CELLAR CORP,,200 BROADWAY,NEW YORK,NY,10038,
ON-PREMISES LIQUOR,NEW YORK,PAALI ENTERPRISES INC,VILLAGE PRIME,300 302 BLEECKER ST,NEW YORK,NY,10014,
"GROCERY BEER, WINE PROD",NEW YORK,H & M DELI CORP,,2258 3RD AVE,NEW YORK,NY,10035,
RESTAURANT WINE,NEW YORK,200 TRIBECA RESTAURANT LLC,TRIBECA'S KITCHEN,200 CHURCH ST,NEW YORK,NY,10013,
RESTAURANT WINE,NEW YORK,15 NNA STREET LLC,PITA EXPRESS,15 ANN ST,NEW YORK,NY,10038,
RESTAURANT WINE,NEW YORK,SHAKE SHACK 600 THIRD AVE NEW YORK CITY LLC,SHAKE SHACK,600 3RD AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,ANDA RESTAURANT ASSOCIATES LLC,CAFFE DEI FIORI RISTORANTE,973 LEXINGTON AVE,NEW YORK,NY,10021,
ON-PREMISES LIQUOR,NEW YORK,WHANY LLC,CAFE WHA,115 MACDOUGAL ST,NEW YORK,NY,10012,
HOTEL LIQUOR,NEW YORK,29 EAST 29TH ST (NY) OWNER LLC & 29TH ST NY,FOOD & BEV OPERATING CO LLC/MARTHA WASHINTON HOTEL,30 E 30TH ST AKA 29 E 29TH ST,NEW YORK,NY,10016,
WHOLESALE LIQUOR,NEW YORK,ROBERT KACHER SELECTIONS LLC,,105 MADISON AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,TWO ALMONTES CORP,EL SOMBRERO,108 STANTON ST,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,BLOSSOM WEST INC,BLOSSOM ON COLUMBUS,507 COLUMBUS AVE,NEW YORK,NY,10024,
ON-PREMISES LIQUOR,NEW YORK,VIRGOLA LLC,VIRGOLA,28 GREENWICH AVE STORE 2,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,STOUT III INC,STOUT III,100 PARK AVE,NEW YORK,NY,10017,
RESTAURANT WINE,NEW YORK,FIKA 566 10TH AVENUE LLC,FIKA,566 10TH AVE,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,54TH STREET RESTAURANT ASSOCIATES LLC,CHARLIE PALMER STEAK,3 E 54TH ST,NEW YORK,NY,10022,
"GROCERY BEER, WINE PROD",NEW YORK,PARADOOS DELI AND GROCERY CORP,,78 W 131ST ST,NEW YORK,NY,10037,
ON-PREMISES LIQUOR,NEW YORK,SMG HOTEL LLC & AMAZON RESTAURANT & BAR INC,ST GEORGE TAVERN,103 WASHINGTON STREET,NEW YORK,NY,10006,
"GROCERY BEER, WINE PROD",NEW YORK,LOS ALAMOS MEAT & PRODUCES INC,,235 E 106TH ST,NEW YORK,NY,10029,
ON-PREMISES LIQUOR,NEW YORK,TALENT THAI LLC,,210 E 34TH ST,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,"ABAW, LLC",THE FOLLY,92 W HOUSTON ST,NEW YORK,NY,10012,
CATERING ESTABLISHMENT,NEW YORK,HUDSON YARDS CATERING LLC,UNION SQUARE EVENTS,731 LEXINGTON AVE,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,A&V WEST INC,GARDENIA,64 DOWNING ST,NEW YORK,NY,10014,
RESTAURANT WINE,NEW YORK,PRIME 135 NYC LLC,PRIME 135,135 7TH AVE S,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,ALLYN LLC,THE GRAYSON,16 1ST AVE,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,SECOND STREET RESTAURANT LLC,ROSIE'S,29 E 2ND ST,NEW YORK,NY,10003,
"GROCERY BEER, WINE PROD",NEW YORK,327 GOURMET DELI CORP,,327 1ST AVE,NEW YORK,NY,10003,
RESTAURANT WINE,NEW YORK,PINGS NYC INC,PINGS,22 MOTT ST,NEW YORK,NY,10013,
RESTAURANT WINE,NEW YORK,EAT MADISON 91 LLC,ELI'S ESSENTIALS,26 E 91ST ST,NEW YORK,NY,10128,
ON-PREMISES LIQUOR,NEW YORK,FOUNDATION LOUNGE CORP,MAZAAR BAR AND LOUNGE,137 ESSEX ST,NEW YORK,NY,10002,
TAVERN WINE,NEW YORK,GVI PLAZA LLC,VIN SUR VINGT,768 5TH AVE,NEW YORK,NY,10019,
"GROCERY BEER, WINE PROD",NEW YORK,A H BROADWAY GROCERY CORP,,3770 BROADWAY STORE 1,NEW YORK,NY,10032,
RESTAURANT WINE,NEW YORK,ILLUSION SUSHI INC,SAWA JAPANESE FUSION,71 7TH AVE,BROOKLYN,NY,11217,
ON-PREMISES LIQUOR,NEW YORK,RALPH LAUREN LSC NY LLC & FIFTH NY MGMT,THE POLO BAR RALPH LAUREN,1 E 55TH ST,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,LIMANI 51 LLC,LIMANI,630 FIFTH AVE,NEW YORK,NY,10022,
"GROCERY BEER, WINE PROD",NEW YORK,M & F FOOD CORP,M & F FOOD CORP,568 W 185TH ST,NEW YORK,NY,10033,
GROCERY STORE BEER,NEW YORK,ASA DELICATESSEN & GROCERY STORE INC,,545 W 125TH ST,NEW YORK,NY,10027,
RESTAURANT WINE,NEW YORK,POMERANTZ EQUITIES LLC,MURRAY'S BAGELS CHELSEA,242 8TH AVE,NEW YORK,NY,10011,
GROCERY STORE BEER,NEW YORK,LA LOMITA MEXICAN DELI CORP,,3868 10TH AVE,NEW YORK,NY,10034,
RESTAURANT WINE,NEW YORK,DOJO IZAKAYA LLC,,38 AVENUE B,NEW YORK,NY,10009,
WHOLESALE WINE,NEW YORK,WINE SOURCE GROUP LLC,,104 W 40TH ST SUITE 506,NEW YORK,NY,10018,
LIQUOR STORE,NEW YORK,SMK WINES & LIQUORS LLC,KESSLER WINES & SPIRITS,79 MADISON  AVE,NEW YORK,NY,10016,
RESTAURANT WINE,NEW YORK,NOODLE INVESTORS INC,GOEMON CURRY,29 KENMARE ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,ALDERNEY LLC,PIZZA BEACH,1426 3RD AVE,NEW YORK,NY,10028,
RESTAURANT WINE,NEW YORK,LA MINITA RESTAURANT INC,,3855 10TH AVE,NEW YORK,NY,10034,
LIQUOR STORE,NEW YORK,NRS WINE AND LIQUOR INC,,403 8TH AVE,NEW YORK,NY,10001,
"GROCERY BEER, WINE PROD",NEW YORK,CIBAO FOOD CENTER CORP,,2059 7TH AVE,NEW YORK,NY,10027,
ON-PREMISES LIQUOR,NEW YORK,PIKL LLC,GOGGAN,364 W 46TH ST,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,2 WEST NIGHTLIFE INC,,2 W 32ND ST,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,PROPER CITY LLC,PROPER WEST,54 W 39TH ST,NEW YORK,NY,10018,
RESTAURANT WINE,NEW YORK,1560 CHIRP CORP,CHIRPING CHICKEN,1560 SECOND AVE,NEW YORK,NY,10028,
ON-PREMISES LIQUOR,NEW YORK,FRENCH AVENUE B INC,"PMF, PARDON MY FRENCH",103 105 AVENUE B,NEW YORK,NY,10009,
WHOLESALE WINE,NEW YORK,IMPERIAL WINE & SPIRITS LLC,,255 W 36TH ST,NEW YORK,NY,10018,
ON-PREMISES LIQUOR,NEW YORK,SERF TWO INC,BABALUCCI'S,331 LENOX AVE,NEW YORK,NY,10027,
"DRUG CHAIN, WINE PROD",NEW YORK,CVS ALBANY LLC,CVS/PHARMACY #10583,636 6TH AVE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,CHAP 4 LLC,AUGUST,791 LEXINGTON AVE,NEW YORK,NY,10065,
RESTAURANT WINE,NEW YORK,BASSANOVA NY INC,,76 MOTT ST BSMT,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,NORTHWEST 252 LLC,THE HAYMAKER BAR & KITCHEN,252 254 W 29TH ST,NEW YORK,NY,10001,
RESTAURANT WINE,NEW YORK,SPICE GRILL LLC,SPICE GRILL,48 W 48 ST,NEW YORK,NY,10036,
RESTAURANT WINE,NEW YORK,TAQUERIA GUADALUPE CORP,,1743 LEXINGTON AVE,NEW YORK,NY,10029,
RESTAURANT WINE,NEW YORK,NGAN'S VIET GRILL INC,CHELSEA COTTAGE,206 9TH AVE,NEW YORK,NY,10011,
RESTAURANT WINE,NEW YORK,CAF? JOAD LLC,JOY BURGER BAR,1567 LEXINGTON AVE,NEW YORK,NY,10029,
ON-PREMISES LIQUOR,NEW YORK,ATTABOY COCKTAILS LLC,,134 ELDRIDGE ST,NEW YORK,NY,10002,
RESTAURANT WINE,NEW YORK,GRACE PAVILLION CAFE INC,,1114 AVENUE OF THE AMERICAS,NEW YORK,NY,10118,
ON-PREMISES LIQUOR,NEW YORK,HIMI NY CORPORATION,HAKATA TON TON,61 GROVE ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,MS RESTAURANT OWNERS LLC,MORNING STAR RESTAURANT,879 9TH AVE,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,ZUMA NYC LLC,,261 MADISON AVE,NEW YORK,NY,10016,
RESTAURANT WINE,NEW YORK,CORIANDER FACTORY INC,BO CAPHE,222 LAFAYETTE ST,NEW YORK,NY,10012,
RESTAURANT WINE,NEW YORK,EIGHT ORANGES INC,THE BAO,13 ST MARKS PL,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,HAO FENG INC,NEW SZECHUAN GOURMET,1395/97 2ND AVE,NEW YORK,NY,10021,
ON-PREMISES LIQUOR,NEW YORK,MORNINGSIDE TERRACE CORP,K RICO,772 9TH AVE,NEW YORK,NY,10019,
EATING PLACE BEER,NEW YORK,ASTORIA CHEESE INC,MILK AND HOPS,63 E 9TH ST,NEW YORK,NY,10003,
LIQUOR STORE,NEW YORK,BROADWAY 31 WINE INC,HERALD SQUARE SPIRITS,34 W 31ST ST,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,MARIACHIS RESTAURANT CORP,,61 WARREN ST,NEW YORK,NY,10007,
RESTAURANT WINE,NEW YORK,RED AND GOLD BOIL INC,RED AND GOLD CRAB SHACK,30 ST MARKS PL,NEW YORK,NY,10003,
RESTAURANT WINE,NEW YORK,DK NGUYEN CORP,SABI,1 W 58TH ST,NEW YORK,NY,10019,
RESTAURANT WINE,NEW YORK,HOT SICHUAN INC,HOT SICHUAN,130 9TH AVE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,TRES AMIGOS CORP,LA PULPERIA 84 NYC,1626 2ND AVE,NEW YORK,NY,10028,
ON-PREMISES LIQUOR,NEW YORK,R & J LOUNGE CORP,,109 E 116TH ST,NEW YORK,NY,10029,
RESTAURANT WINE,NEW YORK,SERGIMMO TRATTORIA INC,SERGIMMO SALUMERIA & MARKETPLACE,456 9TH AVE,NEW YORK,NY,10018,
ON-PREMISES LIQUOR,NEW YORK,174 RIVINGTON STREET CORP,,174 RIVINGTON ST,NEW YORK,NY,10002,
RESTAURANT WINE,NEW YORK,SHU HAN JU RESTAURANT LLC,SHU HAN JU,465 6TH AVE,NEW YORK,NY,10011,
RESTAURANT WINE,NEW YORK,S&J MEATPACKING LLC,EL COLMADO BUTCHERY,53 LITTLE W 12TH ST,NEW YORK,NY,10014,
"GROCERY BEER, WINE PROD",NEW YORK,74 84 WESTSIDE MARKET LLC,WESTSIDE MARKET,74-84 3RD AVE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,SAMMY MUSOVIC LLC,SELENA ROSA,1712 2ND AVE,NEW YORK,NY,10128,
ON-PREMISES LIQUOR,NEW YORK,FIKA 824 10TH AVE LLC,FIKA,824 10TH AVE,NEW YORK,NY,10019,
RESTAURANT WINE,NEW YORK,CHIA FOOD CORP,RONGOLI EXQUISITE INDIAN CUISINE,1393A 2ND AVE,NEW YORK,NY,10021,
ON-PREMISES LIQUOR,NEW YORK,"CHELSEA RESTAURANT OWNER LLC, CHELSEA DYNASTY LLC",& RHOMBUS LLC  DBA: EL QUIJOTE,226 W 23RD ST,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,HOOTERS OF 33RD STREET INC,HOOTERS,155 W 33RD ST,NEW YORK,NY,10001,
RESTAURANT WINE,NEW YORK,BETTER BEING INC,BETTER BEING 940,537 9TH AVE,NEW YORK,NY,10018,
"GROCERY BEER, WINE PROD",NEW YORK,119 A R GROCERY CORP,119 A R GROCERY CORP,119 ELLWOOD ST,NEW YORK,NY,10040,
RESTAURANT WINE,NEW YORK,ASIAN EATERY TIME INC,,243 W 38TH ST,NEW YORK,NY,10018,
ON-PREMISES LIQUOR,NEW YORK,JANKMAN LLC,JACK'S WIFE FREDA,50 CARMINE ST,NEW YORK,NY,10014,
RESTAURANT WINE,NEW YORK,RED KOI INC,,57 1ST AVE,NEW YORK,NY,10003,
HOTEL LIQUOR,NEW YORK,GOLDEN SEAHORSE LLC AND CRESCENT HOTELS & RESORTS,HOLIDAY INN MANHATTEN- FINANCIAL DISTRICT,99 WASHINGTON ST,NEW YORK,NY,10006,
CATERING ESTABLISHMENT,NEW YORK,DAILY BREAD INC,DEB'S CATERING,3 MADISON ST,NEW YORK,NY,10038,
ON-PREMISES LIQUOR,NEW YORK,JIN UPPER WEST SIDE CORP,JIN RAMEN,462 AMSTERDAM AVE,NEW YORK,NY,10024,
ON-PREMISES LIQUOR,NEW YORK,5 WEST 21ST LLC,KAT & THEO,5 W 21ST ST,NEW YORK,NY,10010,
ON-PREMISES LIQUOR,NEW YORK,EQUINOX SC UPPER E SIDE INC & SCNY CAFE MNMT INC,CAFE 61,330 E 61ST ST,NEW YORK,NY,10065,
ON-PREMISES LIQUOR,NEW YORK,1754 REST INC,THE MILTON,1754 2ND AVE,NEW YORK,NY,10128,
ON-PREMISES LIQUOR,NEW YORK,EQUINOX SC UPPER E SIDE INC & SCNY CAFE MNMT INC,TERRACE GRILLE,330 E 61ST ST,NEW YORK,NY,10065,
ON-PREMISES LIQUOR,NEW YORK,EQUINOX SC UPPER W SIDE INC & SCNY CAFE MNMT INC,SIDEWALK CAFE,160 COLUMBUS AVE,NEW YORK,NY,10023,
EATING PLACE BEER,NEW YORK,POWELL FOODS OF 2446 LLC,BURGER KING,106 LIBERTY ST,NEW YORK,NY,10006,
ON-PREMISES LIQUOR,NEW YORK,GRAND ST COMFORT LLC,COMFORT DINER,399 GRAND ST,NEW YORK,NY,10002,
RESTAURANT WINE,NEW YORK,2M HOSPITALITY GROUP LLC,ORA DI PASTA,768 5TH AVE,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,EAST VILLAGE HOSPITALITY LLC,PINKS,242 E 10TH ST,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,PB WEALTH INC,SENN THAI COMFORT FOOD,452 AMSTERDAM AVE NORTH STORE,NEW YORK,NY,10024,
ON-PREMISES LIQUOR,NEW YORK,144 WEST 46TH STREET LLC,PIG 'N WHISTLE,144 W 46TH ST,NEW YORK,NY,10036,
WHOLESALE LIQUOR,NEW YORK,VERITY WINES LLC,VERITY WINE PARTNERS,148 MADISON AVE 12TH FL,NEW YORK,NY,10016,
LIQUOR STORE,NEW YORK,161 MADISON AVENUE LIQUORS INC,,161 MADISON AVE,NEW YORK,NY,10016,
RESTAURANT WINE,NEW YORK,PASTEUR GRILL & NOODLES INC,,85 BAXTER ST,NEW YORK,NY,10013,
RESTAURANT WINE,NEW YORK,FULTON QUALITY FOODS LLC,GRK,111 FULTON ST,NEW YORK,NY,10038,
ON-PREMISES LIQUOR,NEW YORK,UPPER STORY LLC,UPPER STORY BY CHARLIE PALMER,979 3RD AVE,NEW YORK,NY,10022,
"GROCERY BEER, WINE PROD",NEW YORK,JUANITOS GROCERY CORP,,144 SHERMAN AVE,NEW YORK,NY,10034,
TAVERN WINE,NEW YORK,C & K GROCERY CORPORATION,MALT AND MOLD,362 2ND AVE,NEW YORK,NY,10010,
"GROCERY BEER, WINE PROD",NEW YORK,SERVICE AMERICA CORPORATION,TASTE NEW YORK,655 W 34TH ST,NEW YORK,NY,10001,
GROCERY STORE BEER,NEW YORK,7TH AVE DELI GROCERY CORP,,2417 7TH AVE,NEW YORK,NY,10030,
LIQUOR STORE,NEW YORK,EAST VILLAGE WINE & LIQUORS INC,EAST VILLAGE WINE & LIQUORS,80-82 CLINTON ST,NEW YORK,NY,10002,
"GROCERY BEER, WINE PROD",NEW YORK,LUCKY CORNER DELI & PRODUCE INC,,2137 2ND AVE,NEW YORK,NY,10029,
EATING PLACE BEER,NEW YORK,PROVINCE ONE LLC,NORTHERN TIGER,225 LIBERTY ST,NEW YORK,NY,10281,
ON-PREMISES LIQUOR,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & MIDSUMMER,THEATRICALS LLC DBA LITTLE SHUBERT THEATRE,422 W 42ND ST,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,TAPPO INC,,49 W 24TH ST,NEW YORK,NY,10010,
WHOLESALE WINE,NEW YORK,"THE RIVER WINE, INC",,551 GRAND ST,NEW YORK,NY,10002,
TAVERN WINE,NEW YORK,ZIBETTO ESPRESSO BAR 2 INC,,501 5TH AVE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,MR FONG'S LLC,MR. FONG'S,40 MARKET ST,NEW YORK,NY,10002,
LIQUOR STORE,NEW YORK,FRIEDLAND WINE & LIQUORS INC,,603 607 LENOX AVE,NEW YORK,NY,10037,
RESTAURANT WINE,NEW YORK,AFRAN MANAGEMENT CO LLC,MANOUSHEH,193 BLEECKER ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,PHO SAIGON RESTAURANT INC,,987 1ST AVE,NEW YORK,NY,10022,
RESTAURANT WINE,NEW YORK,BADA GARDEN LLC,TUA,38 40 CARMINE ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,TEA BISTRO INC,CHA CHAN TANG,45 MOTT ST,NEW YORK,NY,10013,
CATERING ESTABLISHMENT,NEW YORK,CONVENE 101 PARK AVENUE LLC,,101 PARK AVE,NEW YORK,NY,10178,
LIQUOR STORE,NEW YORK,B&R WINE AND SPIRITS LLC,CORKS ON COLUMBUS,313B COLUMBUS AVE,NEW YORK,NY,10023,
ON-PREMISES LIQUOR,NEW YORK,39 ADA INC,SACHI ASIAN BISTRO,713 2ND AVE,NEW YORK,NY,10016,
"GROCERY BEER, WINE PROD",NEW YORK,124 DELI GROCERY INC,,124 E BROADWAY,NEW YORK,NY,10002,
"GROCERY BEER, WINE PROD",NEW YORK,NOHO SPACE MARKET CORP,,1 UNIVERSITY PL,NEW YORK,NY,10003,
LIQUOR STORE,NEW YORK,S & P LIQUOR & WINE CORP,,89 2ND AVE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,NEW SAANY CORP,BON CHON CHICKEN,325 5TH AVE,NEW YORK,NY,10016,
"GROCERY BEER, WINE PROD",NEW YORK,MEIR & COMPANY INC,7 ELEVEN STORE 36678A,170 AVE A,NEW YORK,NY,10009,
"DRUG CHAIN, WINE PROD",NEW YORK,CVS ALBANY LLC,CVS/PHARMACY #10612,65 5TH AVE,NEW YORK,NY,10003,
RESTAURANT WINE,NEW YORK,ICHI 88 INC,HONSHU ICHI,188 1ST AVE,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,COURAGE TEAM INC,PIG HEAVEN,1420 3RD AVE,NEW YORK,NY,10028,
RESTAURANT WINE,NEW YORK,99 FAVOR TASTE RESTAURANT INC,,285 GRAND ST,NEW YORK,NY,10002,
TAVERN WINE,NEW YORK,ARTISAN CHOCOLATES LLC,TACHE ARTISAN CHOCOLATE,254 BROOME ST,NEW YORK,NY,10002,
EATING PLACE BEER,NEW YORK,295 PARK TACOS LLC,DOS TOROS,291 PARK AVE SOUTH,NEW YORK,NY,10010,
"GROCERY BEER, WINE PROD",NEW YORK,200 W 14TH STREET GOURMET INC,,200 W 14TH ST,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,BELCOO VILLAGE LLC,WOLFE TONES IRISH PUB & KITCHEN,37 E 29TH ST,NEW YORK,NY,10016,
LIQUOR STORE,NEW YORK,PBV US LLC,POMPETTE WINE SHOP,420 LENOX AVE,NEW YORK,NY,10037,
ON-PREMISES LIQUOR,NEW YORK,OSTERIA GRANO LLC,TAVERNA DI BACCO,175 LUDLOW ST,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,LA NUEVA POTENCIA CORP,ZOE RESTAURANT & BAR LOUNGE,1559 ST NICHOLAS AVE,NEW YORK,NY,10040,
ON-PREMISES LIQUOR,NEW YORK,HITCHCOCK RESTAURANT GROUP LLC,CAMAJE,83 85 MACDOUGAL ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,KAEDE JAPANESE CUISINE INC,,90 CHAMBERS ST,NEW YORK,NY,10007,
RESTAURANT WINE,NEW YORK,LA PALMA DE ACAPULCO DELI GROCERY CORP,PINOLE,179 E 115TH ST,NEW YORK,NY,10029,
ON-PREMISES LIQUOR,NEW YORK,HOPHAPCITY INC,BANGKOK CUISINE,1586 2ND AVE,NEW YORK,NY,10028,
ON-PREMISES LIQUOR,NEW YORK,975 RESTAURANT LLC,JAMESONS BAR AND RESTAURANT,975 2ND AVE,NEW YORK,NY,10022,
LIQUOR STORE,NEW YORK,MIDTOWN WINE CELLAR INC,MANHATTAN WINE SHOP,1006 6TH AVE,NEW YORK,NY,10018,
RESTAURANT WINE,NEW YORK,NICE TAIL LLC,LOBSTERCRAFT,1 PENN PLAZA 33RD ST STORE,NEW YORK,NY,10119,
"GROCERY BEER, WINE PROD",NEW YORK,EAST SIDE GOURMET DELI MART CORP,,1862 3RD AVE,NEW YORK,NY,10029,
ON-PREMISES LIQUOR,NEW YORK,INTERNATIONAL HOSPITALITY CONCEPTS LLC,LA LOTERIA,29 7TH AVE S,NEW YORK,NY,10014,
EATING PLACE BEER,NEW YORK,ASHLEY'S FINE FOOD INC,,277 PARK AVE,NEW YORK,NY,10172,
ON-PREMISES LIQUOR,NEW YORK,HAYJAY CORPORATION,SMITH'S HELL'S KITCHEN BAR RESTAURANT,701 8TH AVE,NEW YORK,NY,10036,
RESTAURANT WINE,NEW YORK,LUX BAR & GRILL CORP,,92A NAGLE AVE,NEW YORK,NY,10040,
"GROCERY BEER, WINE PROD",NEW YORK,C & F MARKET PLACE CORP,LUNA BROTHERS FRUIT PLAZA,120 ESSEX ST,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,TRES MOSQUETEROS CORP,LA PULPERIA 46 NYC,371 W 46TH ST,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,GARDEN GOURMET CORP,,2019 1ST AVE,NEW YORK,NY,10029,
RESTAURANT WINE,NEW YORK,FOUR SQUIRE CORP,KHUSHBOO INDIAN RESTAURANT,6 CLINTON ST,NEW YORK,NY,10002,
RESTAURANT WINE,NEW YORK,AMERICA OOTOYA INC,OOTOYA,41 E 11TH ST,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,RAA NYC LLC,DHABA,108 LEXINGTON AVE,NEW YORK,NY,10016,
RESTAURANT WINE,NEW YORK,RAA NYC LLC,MALAIMARKE,318 E 6TH ST,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,RAA NYC LLC,CHOTE NAWAB,115 LEXINGTON AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,RAA NYC LLC,CHOLA,232 E 58TH ST,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,RAA NYC LLC,KOKUM,106 LEXINGTON AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,RAA NYC LLC,HALDI,102 LEXINGTON AVE,NEW YORK,NY,10016,
CATERING ESTABLISHMENT,NEW YORK,"INSTITUTE OF CULINARY EDUCATION INC,THE",PETER KUMPS NY COOKING SCHOOL,2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281,
ON-PREMISES LIQUOR,NEW YORK,DALGLISH 7 INC,CARRAGHER'S,228 W 39TH ST,NEW YORK,NY,10018,
ON-PREMISES LIQUOR,NEW YORK,WASSAIL LLC,,162 ORCHARD ST,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,6TH TOT LLC,AMATA,209 15 E 56 ST,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,HARU THIRD AVE CORP,HARU,1329 3RD AVE,NEW YORK,NY,10021,
RESTAURANT WINE,NEW YORK,JULIET MASTERS EVENTS INC,THE EDGE,101 EDGECOMB AVE,NEW YORK,NY,10030,
ON-PREMISES LIQUOR,NEW YORK,TM 358 CORP,TM 358,237 W 35TH ST,NEW YORK,NY,10001,
LIQUOR STORE,NEW YORK,GRAPE WISDOM WINES INC,WINE WISDOM,21 W 46TH ST,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,STANTON SMOKE & CONVENIENCE INC,,100 STANTON ST,NEW YORK,NY,10002,
"GROCERY BEER, WINE PROD",NEW YORK,PARKSIDE I DELI & GROCERY CORP,,4672 BROADWAY,NEW YORK,NY,10040,
ON-PREMISES LIQUOR,NEW YORK,RUSH TAPAS BAR INC,SOJU RESTAURANT & LOUNGE,586 W 207TH ST,NEW YORK,NY,10034,
WHOLESALE BEER(CO),NEW YORK,SAUVAGE BEVERAGES LLC,,275 MADISON AVE STE 1718 C,NEW YORK,NY,10016,
RESTAURANT WINE,NEW YORK,SUSHI SHOP W52 LLC,SUSHI SHOP,31 W 52ND ST,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,JMFF LLC,DOLANS TAVERN,213 FRONT ST,NEW YORK,NY,10038,
ON-PREMISES LIQUOR,NEW YORK,YARDBIRD LLC,MAIDEN LANE,162 AVENUE B,NEW YORK,NY,10009,
